op;max_error;core_type;hash;size;flops;mean;dev;sum;sum2;n
strsm;40;0;9a2d19a7;8388608;0.000000e+00;1.185793e+04;3.493263e+02;1.316230e+06;1.562131e+10;111
strsm;40;0;9a2d19a7;8388608;0.000000e+00;1.179198e+04;3.232182e+02;1.591917e+06;1.878596e+10;135
strsm;40;1;9a2d19a7;8388608;0.000000e+00;2.024853e+02;3.937881e+01;5.436730e+05;1.142494e+08;2685
strsm;40;0;9a2d19a7;8388608;0.000000e+00;1.182407e+04;2.997763e+02;1.797259e+06;2.126459e+10;152
strsm;40;0;9a2d19a7;8388608;0.000000e+00;2.973243e+04;2.937461e+02;3.865216e+05;1.149335e+10;13
strsm;40;0;9a2d19a7;8388608;0.000000e+00;2.986260e+04;5.564242e+02;4.479391e+05;1.338127e+10;15
strsm;40;0;9a2d19a7;8388608;0.000000e+00;2.980457e+04;2.619076e+02;3.576548e+05;1.066057e+10;12
strsm;40;0;9a2d19a7;8388608;0.000000e+00;2.965669e+04;3.510757e+02;3.262236e+05;9.676069e+09;11
strsm;40;0;9a2d19a7;8388608;0.000000e+00;2.975986e+04;2.455078e+02;4.463980e+05;1.328565e+10;15
strsm;40;0;9a2d19a7;8388608;0.000000e+00;2.980277e+04;2.604232e+02;4.172387e+05;1.243582e+10;14
strsm;40;0;9a2d19a7;8388608;0.000000e+00;2.979521e+04;2.264006e+02;4.171329e+05;1.242928e+10;14
strsm;40;0;9a2d19a7;8388608;0.000000e+00;2.831813e+04;1.532302e+03;7.929077e+05;2.251941e+10;28
strsm;40;0;9a2d19a7;8388608;0.000000e+00;2.783601e+04;1.427944e+03;8.907523e+05;2.486024e+10;32
strsm;40;0;9a2d19a7;8388608;0.000000e+00;2.983401e+04;2.401348e+02;2.983401e+05;8.901257e+09;10
strsm;40;0;9a2d19a7;8388608;0.000000e+00;2.817972e+04;1.476412e+03;8.453916e+05;2.388829e+10;30
strsm;40;0;9a2d19a7;8388608;0.000000e+00;2.980911e+04;1.300910e+02;3.875185e+05;1.155180e+10;13
strsm;40;0;9a2d19a7;8388608;0.000000e+00;2.979637e+04;1.241503e+02;3.873528e+05;1.154191e+10;13
strsm;40;0;9a2d19a7;8388608;0.000000e+00;2.967188e+04;3.170475e+02;3.857344e+05;1.144677e+10;13
strsm;40;0;9a2d19a7;8388608;0.000000e+00;2.974653e+04;1.425381e+02;3.867049e+05;1.150339e+10;13
strsm;40;0;9a2d19a7;8388608;0.000000e+00;2.979238e+04;2.463246e+02;3.873010e+05;1.153941e+10;13
sgemm;50;1;0b0dbeb1;12582912;0.000000e+00;4.960517e+01;6.777862e+00;2.973880e+06;1.502739e+08;59951
sgemm;50;1;0b0dbeb1;12582912;0.000000e+00;4.960517e+01;6.777862e+00;2.973880e+06;1.502739e+08;59951
sgemm;50;0;0b0dbeb1;12582912;0.000000e+00;2.310775e+04;7.717613e+02;1.340250e+06;3.100470e+10;58
sgemm;50;0;0b0dbeb1;12582912;0.000000e+00;2.296017e+04;6.002528e+02;1.377610e+06;3.165178e+10;60
sgemm;50;0;0b0dbeb1;12582912;0.000000e+00;2.288501e+04;5.770889e+02;1.418871e+06;3.249152e+10;62
sgemm;50;0;0b0dbeb1;12582912;0.000000e+00;2.292874e+04;5.589046e+02;1.398653e+06;3.208840e+10;61
sgemm;50;0;0b0dbeb1;12582912;0.000000e+00;2.298294e+04;5.480546e+02;1.401959e+06;3.223947e+10;61
sgemm;50;0;0b0dbeb1;12582912;0.000000e+00;2.306758e+04;6.513871e+02;1.384055e+06;3.195227e+10;60
sgemm;50;0;0b0dbeb1;12582912;0.000000e+00;2.300891e+04;6.647666e+02;1.357526e+06;3.126126e+10;59
sgemm;50;0;0b0dbeb1;12582912;0.000000e+00;5.746034e+04;1.586252e+03;2.355874e+06;1.354725e+11;41
sgemm;50;0;0b0dbeb1;12582912;0.000000e+00;5.791420e+04;8.958436e+02;2.374482e+06;1.375491e+11;41
sgemm;50;0;0b0dbeb1;12582912;0.000000e+00;5.524893e+04;3.510927e+03;3.204438e+06;1.777567e+11;58
sgemm;50;0;0b0dbeb1;12582912;0.000000e+00;5.792698e+04;8.649911e+02;2.375006e+06;1.376076e+11;41
sgemm;50;0;0b0dbeb1;12582912;0.000000e+00;5.770550e+04;8.850679e+02;2.365926e+06;1.365590e+11;41
sgemm;50;0;0b0dbeb1;12582912;0.000000e+00;5.773436e+04;7.783288e+02;2.309374e+06;1.333545e+11;40
sgemm;50;0;0b0dbeb1;12582912;0.000000e+00;5.551199e+04;3.692959e+03;3.164184e+06;1.764275e+11;57
sgemm;50;0;0b0dbeb1;12582912;0.000000e+00;5.773290e+04;1.163074e+03;2.251583e+06;1.300432e+11;39
sgemm;50;0;0b0dbeb1;12582912;0.000000e+00;5.782586e+04;7.049370e+02;2.255209e+06;1.304287e+11;39
sgemm;50;0;0b0dbeb1;12582912;0.000000e+00;5.787694e+04;1.300318e+03;2.257201e+06;1.307058e+11;39
sgemm;50;0;0b0dbeb1;12582912;0.000000e+00;5.780863e+04;6.978388e+02;2.254537e+06;1.303507e+11;39
sgemm;50;0;0b0dbeb1;12582912;0.000000e+00;5.763655e+04;9.865738e+02;2.247825e+06;1.295948e+11;39
sgemm;50;0;0b0dbeb1;12582912;0.000000e+00;5.786463e+04;7.245498e+02;2.256720e+06;1.306048e+11;39
sgemm;50;0;0b0dbeb1;12582912;0.000000e+00;5.787307e+04;6.523236e+02;2.257050e+06;1.306390e+11;39
sgemm;50;0;0b0dbeb1;12582912;0.000000e+00;5.755883e+04;1.150789e+03;2.302353e+06;1.325737e+11;40
sgemm;50;0;0b0dbeb1;12582912;0.000000e+00;5.776829e+04;1.282025e+03;2.426268e+06;1.402304e+11;42
sgetrf_nopiv;50;0;aa6d4ef7;4194304;0.000000e+00;9.174046e+03;1.021429e+02;9.174046e+04;8.417355e+08;10
sgetrf_nopiv;50;0;aa6d4ef7;4194304;0.000000e+00;9.174046e+03;1.021429e+02;9.174046e+04;8.417355e+08;10
sgetrf_nopiv;50;0;aa6d4ef7;4194304;0.000000e+00;9.159440e+03;1.629563e+02;9.159440e+04;8.392189e+08;10
sgetrf_nopiv;50;0;aa6d4ef7;4194304;0.000000e+00;9.042076e+03;2.914569e+01;9.042076e+04;8.175999e+08;10
sgetrf_nopiv;50;0;aa6d4ef7;4194304;0.000000e+00;9.037847e+03;2.122807e+01;9.037847e+04;8.168312e+08;10
sgetrf_nopiv;50;0;aa6d4ef7;4194304;0.000000e+00;1.962631e+04;3.343691e+02;1.962631e+05;3.853038e+09;10
sgetrf_nopiv;50;0;aa6d4ef7;4194304;0.000000e+00;9.021829e+03;2.787966e+01;9.021829e+04;8.139418e+08;10
sgetrf_nopiv;50;0;aa6d4ef7;4194304;0.000000e+00;9.064606e+03;2.021961e+01;9.064606e+04;8.216749e+08;10
sgetrf_nopiv;50;0;aa6d4ef7;4194304;0.000000e+00;1.945567e+04;1.022416e+02;1.945567e+05;3.785337e+09;10
sgetrf_nopiv;50;0;aa6d4ef7;4194304;0.000000e+00;9.035976e+03;4.793792e+01;9.035976e+04;8.165117e+08;10
sgetrf_nopiv;50;0;aa6d4ef7;4194304;0.000000e+00;1.948843e+04;3.121141e+02;1.948843e+05;3.798963e+09;10
sgetrf_nopiv;50;0;aa6d4ef7;4194304;0.000000e+00;1.936363e+04;8.089556e+01;1.936363e+05;3.749566e+09;10
sgetrf_nopiv;50;0;aa6d4ef7;4194304;0.000000e+00;1.925209e+04;1.451985e+01;1.925209e+05;3.706434e+09;10
sgetrf_nopiv;50;0;aa6d4ef7;4194304;0.000000e+00;1.936480e+04;8.172667e+01;1.936480e+05;3.750023e+09;10
sgetrf_nopiv;50;0;aa6d4ef7;4194304;0.000000e+00;1.924291e+04;9.080234e+00;1.924291e+05;3.702895e+09;10
sgetrf_nopiv;50;0;aa6d4ef7;4194304;0.000000e+00;1.942117e+04;2.705830e+02;1.942117e+05;3.772549e+09;10
sgetrf_nopiv;50;0;aa6d4ef7;4194304;0.000000e+00;1.935895e+04;7.649275e+01;1.935895e+05;3.747747e+09;10
sgetrf_nopiv;50;0;aa6d4ef7;4194304;0.000000e+00;1.924582e+04;3.947951e+00;1.924582e+05;3.704014e+09;10
sgetrf_nopiv;50;0;aa6d4ef7;4194304;0.000000e+00;1.924620e+04;5.214200e+00;7.698481e+04;1.481665e+09;4
splgsy;50;0;aa6d4ef7;4194304;0.000000e+00;5.119149e+03;6.699400e+02;5.682256e+05;2.958650e+09;111
splgsy;50;0;aa6d4ef7;4194304;0.000000e+00;5.119149e+03;6.699400e+02;5.682256e+05;2.958650e+09;111
splgsy;50;0;aa6d4ef7;4194304;0.000000e+00;5.001067e+03;5.393222e+02;5.751227e+05;2.909677e+09;115
splgsy;50;0;aa6d4ef7;4194304;0.000000e+00;4.996137e+03;5.405885e+02;5.745558e+05;2.904167e+09;115
splgsy;50;0;aa6d4ef7;4194304;0.000000e+00;5.054538e+03;5.714099e+02;5.762174e+05;2.949735e+09;114
splgsy;50;0;aa6d4ef7;4194304;0.000000e+00;5.009427e+03;5.282263e+02;5.760841e+05;2.917939e+09;115
splgsy;50;0;aa6d4ef7;4194304;0.000000e+00;5.011335e+03;5.307838e+02;5.763035e+05;2.920449e+09;115
splgsy;50;0;aa6d4ef7;4194304;0.000000e+00;5.114904e+03;6.151270e+02;5.779842e+05;2.999091e+09;113
splgsy;50;0;aa6d4ef7;4194304;0.000000e+00;8.840173e+03;1.251178e+03;3.447667e+05;3.108850e+09;39
splgsy;50;0;aa6d4ef7;4194304;0.000000e+00;9.005980e+03;1.225193e+03;3.512332e+05;3.221742e+09;39
splgsy;50;0;aa6d4ef7;4194304;0.000000e+00;7.388980e+03;1.524251e+03;4.802837e+05;3.699823e+09;65
splgsy;50;0;aa6d4ef7;4194304;0.000000e+00;8.460298e+03;1.137494e+03;3.637928e+05;3.133433e+09;43
splgsy;50;0;aa6d4ef7;4194304;0.000000e+00;6.960977e+03;1.525090e+03;5.847221e+05;4.265613e+09;84
splgsy;50;0;aa6d4ef7;4194304;0.000000e+00;6.853104e+03;1.361445e+03;5.893669e+05;4.198397e+09;86
splgsy;50;0;aa6d4ef7;4194304;0.000000e+00;7.462918e+03;1.584710e+03;4.850897e+05;3.783419e+09;65
splgsy;50;0;aa6d4ef7;4194304;0.000000e+00;7.708156e+03;1.551248e+03;4.316567e+05;3.462034e+09;56
splgsy;50;0;aa6d4ef7;4194304;0.000000e+00;7.232634e+03;1.585183e+03;4.918191e+05;3.728019e+09;68
splgsy;50;0;aa6d4ef7;4194304;0.000000e+00;6.836963e+03;1.360878e+03;5.879789e+05;4.179261e+09;86
splgsy;50;0;aa6d4ef7;4194304;0.000000e+00;9.024620e+03;1.426570e+03;3.519602e+05;3.255676e+09;39
splgsy;50;0;aa6d4ef7;4194304;0.000000e+00;8.834573e+03;1.206903e+03;3.533829e+05;3.180252e+09;40
splgsy;50;0;aa6d4ef7;4194304;0.000000e+00;6.817894e+03;1.359437e+03;5.931568e+05;4.204862e+09;87
splgsy;50;0;aa6d4ef7;4194304;0.000000e+00;6.831693e+03;1.360371e+03;5.806939e+05;4.124424e+09;85
splgsy;50;0;aa6d4ef7;4194304;0.000000e+00;8.587643e+03;8.763910e+02;3.435057e+05;2.980627e+09;40
splgsy;50;0;aa6d4ef7;4194304;0.000000e+00;7.008697e+03;1.541804e+03;5.817219e+05;4.274417e+09;83
strsm;50;0;9a2d19a7;8388608;0.000000e+00;1.185822e+04;3.577068e+02;1.719441e+06;2.040806e+10;145
strsm;50;0;9a2d19a7;8388608;0.000000e+00;1.185822e+04;3.577068e+02;1.719441e+06;2.040806e+10;145
strsm;50;0;9a2d19a7;8388608;0.000000e+00;1.183726e+04;3.618908e+02;1.657216e+06;1.963523e+10;140
strsm;50;0;9a2d19a7;8388608;0.000000e+00;1.181992e+04;3.235743e+02;1.737528e+06;2.055283e+10;147
strsm;50;1;9a2d19a7;8388608;0.000000e+00;2.055770e+02;4.147104e+01;6.037796e+05;1.291744e+08;2937
strsm;50;0;9a2d19a7;8388608;0.000000e+00;1.182081e+04;3.180908e+02;1.844047e+06;2.181392e+10;156
strsm;50;0;9a2d19a7;8388608;0.000000e+00;1.188112e+04;3.473531e+02;1.651475e+06;1.963814e+10;139
strsm;50;0;9a2d19a7;8388608;0.000000e+00;1.182337e+04;3.507238e+02;1.808976e+06;2.140702e+10;153
strsm;50;0;9a2d19a7;8388608;0.000000e+00;1.184837e+04;3.044691e+02;2.026071e+06;2.402149e+10;171
strsm;50;0;9a2d19a7;8388608;0.000000e+00;2.978750e+04;2.562119e+02;4.468125e+05;1.331041e+10;15
strsm;50;0;9a2d19a7;8388608;0.000000e+00;2.976747e+04;3.294116e+02;3.274421e+05;9.748317e+09;11
strsm;50;0;9a2d19a7;8388608;0.000000e+00;2.974978e+04;2.515902e+02;2.974978e+05;8.851125e+09;10
strsm;50;0;9a2d19a7;8388608;0.000000e+00;2.919510e+04;8.529062e+02;4.379265e+05;1.279622e+10;15
strsm;50;0;9a2d19a7;8388608;0.000000e+00;2.804374e+04;1.757384e+03;9.254433e+05;2.605481e+10;33
strsm;50;0;9a2d19a7;8388608;0.000000e+00;2.981783e+04;2.869890e+02;3.279961e+05;9.781038e+09;11
strsm;50;0;9a2d19a7;8388608;0.000000e+00;2.978888e+04;2.277534e+02;3.574666e+05;1.064915e+10;12
strsm;50;0;9a2d19a7;8388608;0.000000e+00;2.812958e+04;1.700663e+03;9.564057e+05;2.700163e+10;34
strsm;50;0;9a2d19a7;8388608;0.000000e+00;2.986883e+04;3.349380e+02;2.986883e+05;8.922595e+09;10
strsm;50;0;9a2d19a7;8388608;0.000000e+00;2.972452e+04;2.329730e+02;3.864188e+05;1.148682e+10;13
strsm;50;0;9a2d19a7;8388608;0.000000e+00;2.981760e+04;2.133555e+02;3.876288e+05;1.155875e+10;13
strsm;50;0;9a2d19a7;8388608;0.000000e+00;2.975081e+04;2.625892e+02;3.867605e+05;1.150733e+10;13
strsm;50;0;9a2d19a7;8388608;0.000000e+00;2.965559e+04;2.843728e+02;3.558671e+05;1.055442e+10;12
strsm;50;0;9a2d19a7;8388608;0.000000e+00;2.975125e+04;2.465613e+02;3.570150e+05;1.062237e+10;12
strsm;50;0;9a2d19a7;8388608;0.000000e+00;2.968916e+04;3.488664e+02;3.562699e+05;1.057882e+10;12
strsm;50;0;9a2d19a7;8388608;0.000000e+00;2.979407e+04;1.845284e+02;3.575289e+05;1.065265e+10;12
