Id;Function;threads;gpus;P;Q;mtxfmt;nb;m;n;lda;seedA;bump;tsub;time;gflops;cudacore
0;sgetrf_nopiv;23;1;1;1;0;1250;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;1.141081e+00;2.055569e+04;ecore
0;sgetrf_nopiv;23;1;1;1;0;400;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;4.263525e+00;5.501483e+03;ecore
0;sgetrf_nopiv;23;1;1;1;0;800;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;1.154773e+00;2.031197e+04;pcore
0;sgetrf_nopiv;23;1;1;1;0;512;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;2.268626e+00;1.033917e+04;ecore
0;sgetrf_nopiv;24;1;1;1;0;400;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;7.579369e+00;3.094679e+03;nocuda
0;sgetrf_nopiv;23;1;1;1;0;128;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;8.321735e+01;2.818608e+02;ecore
0;sgetrf_nopiv;24;1;1;1;0;600;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;3.400743e+00;6.897231e+03;nocuda
0;sgetrf_nopiv;24;1;1;1;0;1024;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;1.844069e+00;1.271954e+04;nocuda
0;sgetrf_nopiv;23;1;1;1;0;1024;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;8.952196e-01;2.620107e+04;pcore
0;sgetrf_nopiv;23;1;1;1;0;1250;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;1.202960e+00;1.949833e+04;ecore
0;sgetrf_nopiv;23;1;1;1;0;256;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;1.598186e+01;1.467646e+03;pcore
0;sgetrf_nopiv;24;1;1;1;0;1750;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;2.192200e+00;1.069962e+04;nocuda
0;sgetrf_nopiv;24;1;1;1;0;1500;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;2.018344e+00;1.162126e+04;nocuda
0;sgetrf_nopiv;24;1;1;1;0;800;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;2.597967e+00;9.028486e+03;nocuda
0;sgetrf_nopiv;23;1;1;1;0;400;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;4.243980e+00;5.526819e+03;pcore
0;sgetrf_nopiv;24;1;1;1;0;1250;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;1.966461e+00;1.192788e+04;nocuda
0;sgetrf_nopiv;24;1;1;1;0;1500;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;2.047263e+00;1.145711e+04;nocuda
0;sgetrf_nopiv;23;1;1;1;0;256;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;1.597530e+01;1.468248e+03;ecore
0;sgetrf_nopiv;23;1;1;1;0;128;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;8.212144e+01;2.856222e+02;ecore
0;sgetrf_nopiv;23;1;1;1;0;320;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;7.348598e+00;3.191862e+03;ecore
0;sgetrf_nopiv;23;1;1;1;0;600;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;1.698373e+00;1.381070e+04;ecore
0;sgetrf_nopiv;24;1;1;1;0;400;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;7.424770e+00;3.159116e+03;nocuda
0;sgetrf_nopiv;23;1;1;1;0;1750;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;1.067670e+00;2.196906e+04;pcore
0;sgetrf_nopiv;23;1;1;1;0;128;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;8.766072e+01;2.675738e+02;pcore
0;sgetrf_nopiv;23;1;1;1;0;320;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;7.411155e+00;3.164920e+03;ecore
0;sgetrf_nopiv;23;1;1;1;0;1500;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;9.793844e-01;2.394944e+04;pcore
0;sgetrf_nopiv;23;1;1;1;0;320;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;7.392221e+00;3.173026e+03;pcore
0;sgetrf_nopiv;23;1;1;1;0;256;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;1.609420e+01;1.457401e+03;ecore
0;sgetrf_nopiv;23;1;1;1;0;512;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;2.272064e+00;1.032353e+04;pcore
0;sgetrf_nopiv;24;1;1;1;0;256;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;2.005727e+01;1.169437e+03;nocuda
0;sgetrf_nopiv;23;1;1;1;0;1500;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;1.484854e+00;1.579665e+04;ecore
0;sgetrf_nopiv;23;1;1;1;0;800;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;1.233582e+00;1.901431e+04;ecore
0;sgetrf_nopiv;23;1;1;1;0;1500;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;1.480093e+00;1.584746e+04;ecore
0;sgetrf_nopiv;24;1;1;1;0;2048;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;2.367002e+00;9.909459e+03;nocuda
0;sgetrf_nopiv;24;1;1;1;0;2048;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;2.204697e+00;1.063897e+04;nocuda
0;sgetrf_nopiv;24;1;1;1;0;1750;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;2.172669e+00;1.079580e+04;nocuda
0;sgetrf_nopiv;24;1;1;1;0;600;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;3.443532e+00;6.811526e+03;nocuda
0;sgetrf_nopiv;23;1;1;1;0;1024;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;1.047113e+00;2.240037e+04;ecore
0;sgetrf_nopiv;24;1;1;1;0;1024;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;1.867138e+00;1.256239e+04;nocuda
0;sgetrf_nopiv;23;1;1;1;0;400;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;4.188485e+00;5.600047e+03;ecore
0;sgetrf_nopiv;23;1;1;1;0;256;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;1.585072e+01;1.479788e+03;ecore
0;sgetrf_nopiv;23;1;1;1;0;512;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;2.245193e+00;1.044708e+04;pcore
0;sgetrf_nopiv;23;1;1;1;0;1024;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;1.038051e+00;2.259592e+04;ecore
0;sgetrf_nopiv;24;1;1;1;0;2048;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;2.348702e+00;9.986670e+03;nocuda
0;sgetrf_nopiv;24;1;1;1;0;2048;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;2.450740e+00;9.570871e+03;nocuda
0;sgetrf_nopiv;24;1;1;1;0;600;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;3.420958e+00;6.856474e+03;nocuda
0;sgetrf_nopiv;23;1;1;1;0;512;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;2.305057e+00;1.017576e+04;ecore
0;sgetrf_nopiv;23;1;1;1;0;256;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;1.596423e+01;1.469267e+03;ecore
0;sgetrf_nopiv;24;1;1;1;0;600;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;3.361946e+00;6.976826e+03;nocuda
0;sgetrf_nopiv;24;1;1;1;0;256;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;1.929608e+01;1.215569e+03;nocuda
0;sgetrf_nopiv;23;1;1;1;0;2048;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;1.210867e+00;1.937100e+04;pcore
0;sgetrf_nopiv;23;1;1;1;0;600;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;1.673763e+00;1.401376e+04;pcore
0;sgetrf_nopiv;23;1;1;1;0;1024;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;8.947493e-01;2.621484e+04;pcore
0;sgetrf_nopiv;23;1;1;1;0;320;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;7.762049e+00;3.021845e+03;pcore
0;sgetrf_nopiv;23;1;1;1;0;512;32768;32768;32768;846930886;0.000000e+00;0.000000e+00;2.259695e+00;1.038003e+04;pcore
